spirit_type,distillery,distillery_location,spirit_name,producer_type,producer_brand,is_ndp,is_template,special_designation,age_statement,vintage,batch_lot,proof,abv,mash_bill,barrel_type,cask_finish,source_urls,last_verified,label_image_url,cohort
Vodka,Brest Distillery Belalco (Minsk Kristall Group),"Brest, Belarus",Brest-Litovsk Classic recipe,own_make,,FALSE,FALSE,Vodka; Grain; Brest-Litovsk Classic recipe,NAS,,,80,40.0,Grain (Lux/Premium spirit),,,http://brestvodka.com/en/products/vodka/brlit-classic/; http://brestvodka.com/en/products/vodka/,2026-06-11,http://brestvodka.com/upload/resize_cache/iblock/ebd/340_260_0/ebd3680b1b716c0d561ba332f1dcba56.jpg,vodka_belarus
Vodka,Brest Distillery Belalco (Minsk Kristall Group),"Brest, Belarus",Brest-Litovsk City recipe,own_make,,FALSE,FALSE,Vodka; Grain; Brest-Litovsk City recipe,NAS,,,80,40.0,Grain (Lux/Premium spirit),,,http://brestvodka.com/en/products/vodka/brlit-city/; http://brestvodka.com/en/products/vodka/,2026-06-11,http://brestvodka.com/upload/resize_cache/iblock/8af/340_260_0/8af10e75727c98167fcdd2510b3a9c12.jpg,vodka_belarus
Vodka,Brest Distillery Belalco (Minsk Kristall Group),"Brest, Belarus",Brest-Litovsk Duma recipe,own_make,,FALSE,FALSE,Vodka; Grain; Brest-Litovsk Duma recipe,NAS,,,80,40.0,Grain (Lux/Premium spirit),,,http://brestvodka.com/en/products/vodka/brest-litovsk-dumskiy-retsept/; http://brestvodka.com/en/products/vodka/,2026-06-11,http://brestvodka.com/upload/resize_cache/iblock/402/340_260_0/4022e7cffa6ff89a1ecdd92fe3fe1c9b.jpg,vodka_belarus
Vodka,Brest Distillery Belalco (Minsk Kristall Group),"Brest, Belarus",Brest-Litovsk European recipe,own_make,,FALSE,FALSE,Vodka; Grain; Brest-Litovsk European recipe,NAS,,,80,40.0,Grain (Lux/Premium spirit),,,http://brestvodka.com/en/products/vodka/brest-litovsk-evropeyskiy-retsept/; http://brestvodka.com/en/products/vodka/,2026-06-11,http://brestvodka.com/upload/resize_cache/iblock/f72/340_260_0/hxpqp6jve2higmxk0fuwwmlg83hexpb9.jpg,vodka_belarus
Vodka,Brest Distillery Belalco (Minsk Kristall Group),"Brest, Belarus",Belarus Sineokaya,own_make,,FALSE,FALSE,Vodka; Grain; Belarus Sineokaya,NAS,,,80,40.0,Grain (Lux/Premium spirit),,,http://brestvodka.com/en/products/vodka/belarus-sineokaya/; http://brestvodka.com/en/products/vodka/,2026-06-11,http://brestvodka.com/upload/resize_cache/iblock/612/340_260_0/412oofa35qp2h2tfgflsvra4w1nrfjwu.jpg,vodka_belarus
Vodka,Brest Distillery Belalco (Minsk Kristall Group),"Brest, Belarus",Belarus Sineokaya Vasilkovaya,own_make,,FALSE,FALSE,Vodka; Grain; Belarus Sineokaya Vasilkovaya,NAS,,,80,40.0,Grain; cornflower extract,,,http://brestvodka.com/en/products/vodka/belarus-sineokaya-vasilkovaya/; http://brestvodka.com/en/products/vodka/,2026-06-11,http://brestvodka.com/upload/resize_cache/iblock/2a9/340_260_0/5fcfqtybh4p6k4dv3ezu127lclfk3dws.jpg,vodka_belarus
Vodka,Brest Distillery Belalco (Minsk Kristall Group),"Brest, Belarus",Belarus Sineokaya Vereskovaya,own_make,,FALSE,FALSE,Vodka; Grain; Belarus Sineokaya Vereskovaya,NAS,,,80,40.0,Grain; heather extract,,,http://brestvodka.com/en/products/vodka/belarus-sineokaya-vereskovaya/; http://brestvodka.com/en/products/vodka/,2026-06-11,http://brestvodka.com/upload/resize_cache/iblock/03c/340_260_0/x7j2b6fg2awkb65y7y9wzu24z2hisbhe.jpg,vodka_belarus
Vodka,Brest Distillery Belalco (Minsk Kristall Group),"Brest, Belarus",Czar's Meadow Imperial,own_make,,FALSE,FALSE,Vodka; Grain; Czar's Meadow Imperial,NAS,,,80,40.0,Grain (Lux/Premium spirit),,,http://brestvodka.com/en/products/vodka/czarsmeadowimperial/; http://brestvodka.com/en/products/vodka/,2026-06-11,http://brestvodka.com/upload/resize_cache/iblock/263/340_260_0/43w1nrkj8vqog72kzg8kdha8lp6blpqq.png,vodka_belarus
Vodka,Brest Distillery Belalco (Minsk Kristall Group),"Brest, Belarus",Czar's Meadow Auroral,own_make,,FALSE,FALSE,Vodka; Grain; Czar's Meadow Auroral,NAS,,,80,40.0,Grain (Lux/Premium spirit),,,http://brestvodka.com/en/products/vodka/czarsmeadowauroral/; http://brestvodka.com/en/products/vodka/,2026-06-11,http://brestvodka.com/upload/resize_cache/iblock/f34/340_260_0/an351sfwam0bf1e3f9bi1cutup14n6os.png,vodka_belarus
Vodka,Brest Distillery Belalco (Minsk Kristall Group),"Brest, Belarus",Czar's Meadow Revered,own_make,,FALSE,FALSE,Vodka; Grain; Czar's Meadow Revered,NAS,,,80,40.0,Grain (Lux/Premium spirit),,,http://brestvodka.com/en/products/vodka/czarsmeadowrevered/; http://brestvodka.com/en/products/vodka/,2026-06-11,http://brestvodka.com/upload/resize_cache/iblock/0bf/340_260_0/i5106vjlljs6id7f895uo6wijb5e3yqn.png,vodka_belarus
